,Name,County,County IDs,Latitude,Longitude,Started,Year,Acres Burned,Cal Fire Incident,Major Incident
263,Siskiyou County Lightning Fires,Siskiyou,47,0.0,0.0,2014-07-29 13:00:00+00:00,2014,30,True,True
264,Bible Fire,El Dorado,9,38.61,-120.7,2014-07-09 14:34:00+00:00,2014,30,True,False
265,Jacumba Fire,San Diego,37,32.66,-116.22,2014-05-05 16:36:00+00:00,2014,29,True,False
266,Stage Coach Fire,Napa,28,38.7,-122.38,2014-09-11 15:14:00+00:00,2014,27,True,False
267,Foothill Fire ,Ventura,56,0.0,0.0,2014-09-29 19:35:00+00:00,2014,25,True,False
268,Leopard Fire,Shasta,45,40.0,29.24,2014-08-29 12:21:00+00:00,2014,25,True,False
269,Hall Fire,Fresno,10,36.74,-119.24,2014-06-11 07:30:00+00:00,2014,25,True,False
270,Cascade Fire,El Dorado,9,38.92,-120.11,2014-09-25 18:00:00+00:00,2014,20,False,False
271,Border Fire,San Diego,37,32.59,-116.9,2014-08-16 16:22:00+00:00,2014,20,True,False
272,Bridge Fire,Humboldt,12,0.0,0.0,2014-01-03 10:30:00+00:00,2014,18,True,False
273,West Fire,Trinity,53,40.41,-123.24,2014-07-01 03:45:00+00:00,2014,15,False,False
274,Iowa Fire,Placer,31,0.0,0.0,2014-07-21 14:49:00+00:00,2014,14,True,False
275,Santa Fire,Riverside,33,0.0,0.0,2014-06-04 15:18:00+00:00,2014,14,True,False
276,Pines Fire,Madera,20,37.0,18.4,2014-08-26 16:23:00+00:00,2014,10,True,False
277,South Napa Earthquake,Napa,28,0.0,0.0,2014-08-24 03:20:00+00:00,2014,6,True,False
278,Happy Camp Complex,Siskiyou,47,41.8,-123.37,2014-08-11 22:00:00+00:00,2014,0,False,False
279,Rough Fire ,Fresno,10,36.87,-118.91,2015-07-31 19:00:00+00:00,2015,151623,False,False
280,River Complex,Trinity,53,0.0,0.0,2015-07-30 22:30:00+00:00,2015,77081,False,False
281,Rocky Fire,Lake,17,38.89,-122.48,2015-07-29 15:29:00+00:00,2015,69438,True,True
282,Fork Complex,Trinity,53,0.0,0.0,2015-07-30 21:30:00+00:00,2015,36503,False,False
283,Lake Fire,San Bernardino,36,34.16,-116.89,2015-06-17 15:52:00+00:00,2015,31359,True,False
284,Gasquet Complex,Del Norte,8,0.0,0.0,2015-07-31 21:00:00+00:00,2015,30361,False,False
285,South Complex,Trinity,53,0.0,0.0,2015-07-30 16:00:00+00:00,2015,29416,False,False
286,Jerusalem Fire,Lake,17,38.81,-122.49,2015-08-09 15:34:00+00:00,2015,25118,True,True
287,Jerusalem Fire,Napa,28,38.81,-122.49,2015-08-09 15:34:00+00:00,2015,25118,True,True
288,Dodge Fire,Lassen,18,40.94,-120.11,2015-08-03 14:15:00+00:00,2015,10570,False,False
289,Nickowitz Fire,Del Norte,8,0.0,0.0,2015-08-01 23:23:00+00:00,2015,7509,False,False
290,Round Fire,Inyo,14,0.0,0.0,2015-02-06 14:07:00+00:00,2015,7000,True,True
291,Round Fire,Mono,26,0.0,0.0,2015-02-06 14:07:00+00:00,2015,7000,True,True
292,Cabin Fire,Tulare,54,36.24,-118.54,2015-07-19 08:00:00+00:00,2015,6980,False,False
293,Willow Fire,Madera,20,37.28,-119.5,2015-07-25 14:30:00+00:00,2015,5702,True,False
294,Humboldt Lightning Fires,Humboldt,12,0.0,0.0,2015-07-30 16:02:00+00:00,2015,4883,True,True
295,Frog Fire,Modoc,25,41.4,-121.39,2015-07-30 17:45:00+00:00,2015,4863,False,False
296,North Fire,San Bernardino,36,34.34,-117.48,2015-07-17 14:33:00+00:00,2015,4250,True,True
297,Walker Fire,Mono,26,0.0,0.0,2015-08-14 21:31:00+00:00,2015,3676,False,False
298,Tesla Fire,Alameda,1,37.38,-121.37,2015-08-19 14:45:00+00:00,2015,2700,True,True
299,Cuesta Fire,San Luis Obispo,40,35.35,-120.63,2015-08-16 18:13:00+00:00,2015,2446,True,True
300,Lowell Fire,Nevada,29,39.19,-120.88,2015-07-25 14:37:00+00:00,2015,2304,True,True
301,Horno Fire,San Diego,37,0.0,0.0,2015-08-13 13:03:00+00:00,2015,1850,False,False
302,Park Hill Fire,San Luis Obispo,40,0.0,0.0,2015-06-20 14:41:00+00:00,2015,1791,True,True
303,Saddle Fire ,Trinity,53,40.92,-123.17,2015-06-10 15:00:00+00:00,2015,1542,False,False
304,Creek Fire,Merced,24,0.0,0.0,2015-07-31 21:37:00+00:00,2015,1450,True,False
305,McCabe Fire,Merced,24,0.0,0.0,2015-07-18 22:27:00+00:00,2015,1333,True,True
306,Tassajara Fire,Monterey,27,36.37,-121.59,2015-09-19 15:00:00+00:00,2015,1086,True,True
307,Highway Fire,Riverside,33,33.88,-117.64,2015-04-18 18:12:00+00:00,2015,1049,True,True
308,Lumpkin Fire,Butte,4,39.52,-121.34,2015-09-11 14:15:00+00:00,2015,1042,True,True
309,Corrine Fire,Madera,20,37.17,-119.52,2015-06-18 21:00:00+00:00,2015,920,True,True
310,Meridian Fire,Butte,4,0.0,0.0,2015-10-03 21:15:00+00:00,2015,860,True,True
311,Elk Fire,Lake,17,55.23,-122.0,2015-09-02 14:57:00+00:00,2015,673,True,True
312,Cienega Fire,San Benito,35,36.71,-121.33,2015-10-12 16:00:00+00:00,2015,670,True,True
313,Anza Fire,Riverside,33,33.57,-116.54,2015-08-10 11:44:00+00:00,2015,543,True,False
314,Van Dyke Fire,Mono,26,0.0,0.0,2015-02-06 16:52:00+00:00,2015,509,False,False
315,Sky Fire,Madera,20,0.0,0.0,2015-06-18 14:31:00+00:00,2015,500,False,False
316,Triple Fire,Tulare,54,36.09,-118.82,2015-07-21 12:35:00+00:00,2015,430,True,True
317,Tenaya Fire,Mariposa,22,0.0,0.0,2015-09-07 21:23:00+00:00,2015,415,False,False
318,Calgrove Fire ,Los Angeles,19,34.36,-118.54,2015-06-24 13:22:00+00:00,2015,415,False,False
319,Swedes Fire,Butte,4,39.44,-121.39,2015-07-29 11:25:00+00:00,2015,400,True,True
320,Lincoln Fire,Los Angeles,19,0.0,0.0,2015-08-16 13:30:00+00:00,2015,374,False,False
321,Ione Fire,Amador,3,0.0,0.0,2015-07-02 01:58:00+00:00,2015,355,True,True
322,Warm Fire,Los Angeles,19,0.0,0.0,2015-08-16 15:30:00+00:00,2015,300,False,False
323,Site Fire,Alameda,1,0.0,0.0,2015-06-05 20:22:00+00:00,2015,300,True,False
324,Chorro Fire,Ventura,56,0.0,0.0,2015-08-02 13:15:00+00:00,2015,282,False,False
325,Forebay Fire,Merced,24,37.08,-121.07,2015-05-11 10:26:00+00:00,2015,275,True,False
326,Christensen Fire,Alameda,1,0.0,0.0,2015-05-28 17:00:00+00:00,2015,242,True,False
327,Mendocino National Forest Lightning Complex,Mendocino,23,0.0,0.0,2015-07-30 14:00:00+00:00,2015,227,False,False
328,Pacheco Fire,Santa Clara,43,0.0,0.0,2015-09-09 15:58:00+00:00,2015,215,True,False
329,Peterson Fire,Lake,17,38.93,-122.88,2015-08-22 17:30:00+00:00,2015,215,True,True
330,241 Fire,Orange,30,33.76,-117.73,2015-07-13 10:47:00+00:00,2015,214,True,False
331,China Fire,Shasta,45,40.42,-122.44,2015-07-29 17:55:00+00:00,2015,212,True,True
332,Mesa Fire,Santa Barbara,42,0.0,0.0,2015-06-29 13:11:00+00:00,2015,211,False,False
333,Big Creek Fire,Tuolumne,55,37.82,-120.16,2015-07-29 16:30:00+00:00,2015,204,True,True
334,Pines Fire ,Los Angeles,19,34.37,-117.68,2015-07-17 21:30:00+00:00,2015,200,False,False
335,Stephens Fire,Siskiyou,47,41.48,-121.85,2015-02-24 12:15:00+00:00,2015,200,False,False
336,Vasco Fire,Contra Costa,7,37.82,-121.68,2015-07-30 11:18:00+00:00,2015,195,True,False
337,Rustic Fire,Ventura,56,0.0,0.0,2015-08-14 15:22:00+00:00,2015,186,False,False
338,Cooley Fire,Siskiyou,47,41.8,-122.5,2015-07-13 17:56:00+00:00,2015,181,True,False
339,Wildcat Fire,San Diego,37,32.94,-116.85,2015-06-17 17:03:00+00:00,2015,171,True,False
340,Creek Fire,Fresno,10,40.4,-120.55,2015-09-09 14:30:00+00:00,2015,170,True,False
341,Black Fire,Tehama,52,39.84,-122.36,2015-07-04 16:33:00+00:00,2015,170,True,False
342,Flat Fire ,Kern,15,0.0,0.0,2015-08-20 15:57:00+00:00,2015,167,True,False
343,Cutca Fire,San Diego,37,33.38,-116.87,2015-07-24 16:18:00+00:00,2015,167,False,False
344,River Fire,Ventura,56,0.0,0.0,2015-06-22 07:00:00+00:00,2015,164,False,False
345,Queen Fire,Humboldt,12,41.3,-123.78,2015-07-24 23:00:00+00:00,2015,158,True,True
346,Cook Fire,Yuba,58,39.27,-121.26,2015-06-18 13:07:00+00:00,2015,158,True,True
347,Sky Fire,Solano,48,38.41,-122.08,2015-07-06 10:47:00+00:00,2015,150,True,True
348,Merwin Fire,Riverside,33,0.0,0.0,2015-07-01 20:38:00+00:00,2015,150,True,False
349,Horse Fire,Humboldt,12,40.11,-124.07,2015-08-18 18:30:00+00:00,2015,146,True,True
350,Ward Fire,Plumas,32,40.05,-120.7,2015-04-13 05:30:00+00:00,2015,137,True,False
351,Red Fire,Madera,20,37.07,-119.7,2015-06-21 12:08:00+00:00,2015,135,True,False
352,Democrat Fire,Trinity,53,40.72,-122.96,2015-08-25 14:08:00+00:00,2015,128,True,True
353,Collier Fire,San Joaquin,39,0.0,0.0,2015-06-18 14:09:00+00:00,2015,122,True,False
354,3-11 Fire,Modoc,25,41.29,-121.17,2015-07-23 16:40:00+00:00,2015,116,True,False
355,Mark Fire,Calaveras,5,38.05,-120.56,2015-08-13 16:15:00+00:00,2015,114,True,True
356,Tulloch Fire,Tuolumne,55,37.84,-120.62,2015-08-15 16:11:00+00:00,2015,112,True,False
357,Shinn Fire,Lassen,18,0.0,0.0,2015-06-30 18:00:00+00:00,2015,111,False,False
358,Apple Fire,Sacramento,34,0.0,0.0,2015-09-03 12:12:00+00:00,2015,110,True,True
359,36 Fire,Tehama,52,40.35,-121.78,2015-08-08 14:55:00+00:00,2015,110,True,True
360,Riosa Fire,Placer,31,0.0,0.0,2015-06-08 10:33:00+00:00,2015,110,True,True
361,Walker Fire,Shasta,45,40.48,-122.53,2015-09-11 15:08:00+00:00,2015,109,True,True
362,Oak Fire,Tuolumne,55,38.05,-120.3,2015-09-08 13:23:00+00:00,2015,108,True,True
363,Munjar Fire,Butte,4,39.87,-121.89,2015-10-02 14:38:00+00:00,2015,104,True,False
364,Sterling Fire,San Bernardino,36,34.17,-117.24,2015-06-25 18:30:00+00:00,2015,100,False,False
365,Laureles Fire,Monterey,27,36.57,-121.76,2015-09-19 15:25:00+00:00,2015,95,True,False
366,Deer Fire,San Luis Obispo,40,35.72,-121.02,2015-07-10 12:41:00+00:00,2015,95,True,True
367,Sprig Fire,Shasta,45,40.5,-122.2,2015-07-30 12:57:00+00:00,2015,90,True,False
368,Advance Fire,Tulare,54,36.5,-118.9,2015-07-30 12:40:00+00:00,2015,86,True,True
369,Otay Fire,San Diego,37,32.64,-116.95,2015-06-26 16:06:00+00:00,2015,80,True,False
370,Harrison Fire,Riverside,33,0.0,0.0,2015-06-01 10:16:00+00:00,2015,80,True,False
371,3-12 Fire,Modoc,25,40.86,-121.1,2015-07-23 17:30:00+00:00,2015,77,True,False
372,Fern Fire,Shasta,45,40.68,-121.93,2015-08-02 03:00:00+00:00,2015,75,True,True
373,Mallard Fire,Shasta,45,40.51,-122.2,2015-07-29 16:30:00+00:00,2015,75,True,True
374,Kyburz Fire,El Dorado,9,38.78,-120.4,2015-07-23 14:00:00+00:00,2015,75,False,False
375,Webb Fire,Butte,4,0.0,0.0,2015-07-01 13:05:00+00:00,2015,75,True,False
376,Olive Fire,Butte,4,26.42,-121.0,2015-09-02 13:18:00+00:00,2015,72,True,True
377,Prairie Fire,Siskiyou,47,0.0,0.0,2015-08-20 16:00:00+00:00,2015,69,False,False
378,Pass Fire,Kern,15,35.78,-120.19,2015-06-15 15:46:00+00:00,2015,67,True,False
379,Scales Fire,San Bernardino,36,0.0,0.0,2015-08-01 13:04:00+00:00,2015,65,False,False
380,Kerkhoff Fire,Fresno,10,0.0,0.0,2015-07-18 16:31:00+00:00,2015,60,True,False
381,Dixie Fire,Lassen,18,40.88,-121.03,2015-06-19 16:15:00+00:00,2015,60,True,False
382,Grapefruit Fire,Riverside,33,0.0,0.0,2015-06-18 14:16:00+00:00,2015,60,True,False
383,Triangle Fire,Mariposa,22,0.0,0.0,2015-06-18 12:03:00+00:00,2015,60,True,True
384,North Fire,Amador,3,38.26,-121.14,2015-06-16 16:42:00+00:00,2015,60,True,False
385,Point Fire,Shasta,45,40.39,-122.41,2015-08-03 14:28:00+00:00,2015,59,True,True
386,Military Fire,Siskiyou,47,0.0,0.0,2015-10-10 12:00:00+00:00,2015,58,False,False
387,Summit Fire,San Bernardino,36,34.23,-116.88,2015-08-23 12:25:00+00:00,2015,55,False,False
388,De Luz Fire,San Diego,37,33.41,-117.29,2015-08-09 08:22:00+00:00,2015,55,True,False
389,Fork Fire,Tehama,52,40.01,-122.55,2015-06-17 12:50:00+00:00,2015,55,True,False
390,Mill 2 Fire,San Bernardino,36,34.08,-117.05,2015-07-12 14:46:00+00:00,2015,54,True,True
391,Tesla Fire,Alameda,1,0.0,0.0,2015-06-25 16:10:00+00:00,2015,53,True,False
392,White Fire,Santa Barbara,42,34.95,-120.29,2015-08-01 14:32:00+00:00,2015,52,True,False
393,Potrero Fire,Ventura,56,34.15,-118.88,2015-11-07 01:45:00+00:00,2015,50,False,False
394,Mendocino Lightning Fires,Mendocino,23,39.43,-123.36,2015-07-30 13:36:00+00:00,2015,50,True,False
395,Antelope Fire,Kern,15,0.0,0.0,2015-09-09 11:45:00+00:00,2015,45,True,False
396,Geary Fire,Alameda,1,0.0,0.0,2015-07-02 04:40:00+00:00,2015,45,True,False
397,FKU Lightning Fires,Fresno,10,0.0,0.0,2015-06-05 17:00:00+00:00,2015,45,True,False
398,Mason Fire ,Modoc,25,0.0,0.0,2015-07-09 15:00:00+00:00,2015,43,False,False
399,Highway Fire,Santa Clara,43,0.0,0.0,2015-06-30 15:23:00+00:00,2015,42,True,False
400,Center Fire,Lassen,18,40.4,-120.55,2015-09-09 14:12:00+00:00,2015,40,True,False
401,Sullivan Fire,Stanislaus,50,37.25,-121.2,2015-07-28 12:10:00+00:00,2015,40,True,False
402,Ascot Fire,Solano,48,38.1,-122.16,2015-07-10 13:36:00+00:00,2015,40,True,True
403,Chiles Fire,Napa,28,38.53,-122.34,2015-06-16 14:27:00+00:00,2015,38,True,True
404,Garage Fire,Napa,28,0.0,0.0,2015-06-09 15:23:00+00:00,2015,36,True,True
405,Browns Fire,Trinity,53,40.0,41.46,2015-09-08 15:56:00+00:00,2015,35,True,False
406,Ranch Fire,El Dorado,9,0.0,0.0,2015-07-03 09:28:00+00:00,2015,35,True,False
407,Covelo Fire,Mendocino,23,39.78,-123.25,2015-06-28 13:30:00+00:00,2015,35,True,False
408,McCourtney Fire,Nevada,29,39.08,-121.19,2015-09-22 07:00:00+00:00,2015,30,True,False
409,Kramer Fire ,Lassen,18,41.12,-121.19,2015-08-29 16:06:00+00:00,2015,30,True,False
410,Francis Fire,Yuba,58,39.33,-121.19,2015-08-03 18:07:00+00:00,2015,30,True,False
411,Banister Fire,Ventura,56,0.0,0.0,2015-11-11 17:40:00+00:00,2015,29,False,False
412,Baxter Fire,Placer,31,38.94,-121.15,2015-07-22 18:17:00+00:00,2015,26,True,False
413,Park Fire,San Diego,37,32.68,-116.52,2015-07-24 12:43:00+00:00,2015,25,True,False
414,Betabel Fire,San Benito,35,36.87,-121.57,2015-07-20 13:23:00+00:00,2015,25,True,False
415,Lake Fire,San Diego,37,33.21,-116.73,2015-07-16 11:30:00+00:00,2015,25,True,False
416,Buckaroo Fire,El Dorado,9,0.0,0.0,2015-07-02 17:10:00+00:00,2015,25,True,False
417,Fox Fire,Mariposa,22,0.0,0.0,2015-06-07 12:06:00+00:00,2015,25,True,True
418,Oasis Fire,Lake,17,0.0,0.0,2015-06-05 19:57:00+00:00,2015,25,True,False
419,Snow Fire,Riverside,33,0.0,0.0,2015-06-05 13:32:00+00:00,2015,25,True,False
420,Dorris Fire,Siskiyou,47,42.0,-121.89,2015-07-21 17:00:00+00:00,2015,24,True,True
421,Soda Fire,Mendocino,23,39.03,-123.3,2015-07-04 15:30:00+00:00,2015,23,True,False
422,Grade Fire,Lake,17,38.83,-122.53,2015-08-24 12:12:00+00:00,2015,22,True,False
423,Gibraltar Fire,Santa Barbara,42,34.48,-119.63,2015-10-29 05:30:00+00:00,2015,21,False,False
424,Spider Fire,Riverside,33,33.99,-117.44,2015-07-12 13:52:00+00:00,2015,21,True,True
425,Bald Fire,Humboldt,12,41.15,-123.83,2015-06-10 07:42:00+00:00,2015,20,True,True
426,Pleasure Fire,Napa,28,38.52,-122.18,2015-06-27 12:51:00+00:00,2015,19,True,False
427,Keswick Fire,Shasta,45,40.6,-122.44,2015-07-07 12:34:00+00:00,2015,18,True,True
428,Buck Fire,Humboldt,12,40.11,-123.77,2015-07-28 17:19:00+00:00,2015,16,True,False
429,Mad River Complex,Trinity,53,0.0,0.0,2015-07-30 16:00:00+00:00,2015,0,False,False
430,Washington Fire,Alpine,2,38.6,-119.75,2015-06-19 19:00:00+00:00,2015,0,False,False
431,Soberanes Fire,Monterey,27,36.46,-121.9,2016-07-22 08:48:00+00:00,2016,132127,True,True
432,Erskine Fire,Kern,15,35.61,-118.46,2016-06-23 15:51:00+00:00,2016,48019,True,False
433,Chimney Fire,San Luis Obispo,40,35.71,-120.98,2016-08-13 16:03:00+00:00,2016,46344,True,True
434,Blue Cut Fire,San Bernardino,36,34.3,-117.49,2016-08-16 10:44:00+00:00,2016,36274,True,True
435,Gap Fire,Siskiyou,47,41.85,-123.12,2016-08-27 18:00:00+00:00,2016,33867,False,False
436,Rey Fire ,Santa Barbara,42,0.0,0.0,2016-08-18 17:57:00+00:00,2016,32606,True,False
437,Cedar Fire,Kern,15,35.75,-118.57,2016-08-16 16:35:00+00:00,2016,29322,False,False
438,Canyon Fire,Santa Barbara,42,34.63,-120.54,2016-09-17 17:20:00+00:00,2016,12518,False,False
439,Pilot Fire,San Bernardino,36,34.29,-117.27,2016-08-07 12:18:00+00:00,2016,8110,True,True
440,Border Fire,San Diego,37,32.61,-116.63,2016-06-19 11:03:00+00:00,2016,7609,True,True
441,Sherpa Fire,Santa Barbara,42,34.78,-119.64,2016-06-15 15:21:00+00:00,2016,7474,True,True
442,Mineral Fire,Fresno,10,36.1,-120.51,2016-08-09 13:08:00+00:00,2016,7050,True,True
443,Cold Fire,Yolo,57,38.53,-122.07,2016-08-02 16:36:00+00:00,2016,5731,True,True
444,Trailhead Fire,El Dorado,9,38.97,-120.94,2016-06-28 13:55:00+00:00,2016,5646,True,True
445,Trailhead Fire,Placer,31,38.97,-120.94,2016-06-28 13:55:00+00:00,2016,5646,True,True
446,Owens River Fire,Inyo,14,37.76,-118.95,2016-09-17 13:49:00+00:00,2016,5443,False,False
447,San Gabriel Complex (Formerly Fish & Reservoir Fires),Los Angeles,19,0.0,0.0,2016-06-20 13:59:00+00:00,2016,5399,False,False
448,Marek Fire,Los Angeles,19,34.31,-118.33,2016-11-14 05:45:00+00:00,2016,4824,False,False
449,Loma Fire,Santa Clara,43,37.11,-121.85,2016-09-26 14:42:00+00:00,2016,4474,True,True
450,Meadow Fire,Tulare,54,35.98,-118.55,2016-10-29 11:15:00+00:00,2016,4347,False,False
451,Clayton Fire,Lake,17,38.9,-122.61,2016-08-13 18:03:00+00:00,2016,3929,True,True
452,Metz Fire,Monterey,27,36.38,-121.2,2016-05-22 15:27:00+00:00,2016,3876,True,True
453,Roberts Fire,San Luis Obispo,40,0.0,0.0,2016-05-18 14:27:00+00:00,2016,3712,True,False
454,Curry Fire,Fresno,10,36.07,-120.45,2016-07-01 17:16:00+00:00,2016,2944,True,True
455,Pony Fire,Siskiyou,47,41.62,-123.56,2016-06-07 02:45:00+00:00,2016,2860,False,False
456,Clark Fire,Mono,26,0.0,0.0,2016-08-04 14:09:00+00:00,2016,2819,False,False
457,Soup Complex,Modoc,25,41.26,-120.32,2016-09-17 14:37:00+00:00,2016,2652,False,False
458,Willard Fire,Lassen,18,40.39,-120.78,2016-09-11 11:33:00+00:00,2016,2575,True,True
459,Coleman Fire,Monterey,27,36.02,-121.25,2016-06-04 14:33:00+00:00,2016,2520,True,False
460,Pine Fire,Ventura,56,34.7,-119.14,2016-06-30 16:55:00+00:00,2016,2304,False,False
461,Goose Fire,Fresno,10,37.02,-119.51,2016-07-30 16:40:00+00:00,2016,2241,True,True
462,Sacata Fire,Fresno,10,36.95,-119.26,2016-10-11 12:58:00+00:00,2016,2100,False,False
463,Deer Fire,Kern,15,35.21,-118.72,2016-07-01 14:05:00+00:00,2016,1785,True,True
464,Sawmill Fire,Sonoma,49,38.8,-122.83,2016-09-25 10:43:00+00:00,2016,1547,True,True
465,Bogart Fire,Riverside,33,0.0,0.0,2016-08-30 12:25:00+00:00,2016,1470,True,True
466,Dinosaur Fire,Merced,24,37.07,-121.2,2016-06-25 23:45:00+00:00,2016,1246,True,False
467,Roblar Fire,San Diego,37,33.39,-117.35,2016-07-21 16:06:00+00:00,2016,1245,False,False
468,Sage Fire,Los Angeles,19,34.37,-118.57,2016-07-09 12:04:00+00:00,2016,1109,False,False
469,Marshes Fire,Tuolumne,55,37.8,-120.32,2016-09-26 12:20:00+00:00,2016,1080,True,True
470,Saddle Fire,Butte,4,39.69,-121.57,2016-09-05 16:28:00+00:00,2016,850,True,True
471,Grade Fire,Siskiyou,47,41.78,-122.61,2016-08-24 14:55:00+00:00,2016,710,True,True
472,Marina Fire,Mono,26,37.97,-119.14,2016-06-25 06:30:00+00:00,2016,650,False,False
473,Tully Fire,Humboldt,12,41.28,-123.82,2016-08-22 16:03:00+00:00,2016,599,True,True
474,Fort Fire,Kern,15,34.91,118.91,2016-07-08 11:15:00+00:00,2016,554,True,False
475,99 Fire,Butte,4,39.67,-121.72,2016-08-02 14:35:00+00:00,2016,550,True,False
476,Range Fire,Kern,15,35.2,-118.72,2016-08-26 10:10:00+00:00,2016,518,True,False
477,Colyear Fire,Tehama,52,40.04,-122.57,2016-06-30 13:32:00+00:00,2016,464,True,True
478,Willow Fire,Calaveras,5,38.19,-120.64,2016-08-28 13:07:00+00:00,2016,450,True,True
479,Fiddler Fire,Shasta,45,40.37,-122.73,2016-07-08 22:45:00+00:00,2016,441,True,True
480,Beale Fire,Yuba,58,36.17,-121.39,2016-08-18 15:35:00+00:00,2016,400,True,False
481,Tule Fire,Tulare,54,36.16,-118.74,2016-08-22 22:00:00+00:00,2016,395,False,False
482,Howard Fire,Modoc,25,41.47,-120.91,2016-09-11 14:15:00+00:00,2016,380,True,False
483,Rancho Fire,Amador,3,38.38,-121.0,2016-06-28 19:02:00+00:00,2016,372,True,False
484,Hog Fire,Tehama,52,40.31,-122.13,2016-09-13 23:10:00+00:00,2016,360,True,True
485,Pacheco Fire,Calaveras,5,38.08,-120.81,2016-07-12 13:14:00+00:00,2016,341,True,False
486,Appaloosa Fire,Calaveras,5,38.03,-120.61,2016-07-02 14:55:00+00:00,2016,310,True,False
487,Flat Fire,Kern,15,0.0,0.0,2016-09-19 14:13:00+00:00,2016,306,True,False
488,Havilah Fire,Kern,15,35.5,-118.51,2016-08-28 18:50:00+00:00,2016,304,False,False
489,Butte Fire,Sutter,51,39.19,-121.78,2016-09-20 09:30:00+00:00,2016,300,True,False
490,DeWolf Fire,Fresno,10,36.88,-119.65,2016-05-25 01:03:00+00:00,2016,278,True,False
491,Creek Fire,Yolo,57,38.7,-122.15,2016-06-26 15:45:00+00:00,2016,277,True,False
492,Tobin Fire,Plumas,32,39.92,-121.32,2016-09-26 13:23:00+00:00,2016,248,False,False
493,King Fire ,San Benito,35,0.0,0.0,2016-06-17 14:30:00+00:00,2016,237,True,True
494,Onyx Fire,Kern,15,35.68,-118.22,2016-07-13 17:08:00+00:00,2016,221,True,False
495,Washington Fire,Santa Barbara,42,34.75,-120.55,2016-09-22 14:20:00+00:00,2016,215,False,False
496,Reservoir Fire,Lake,17,39.12,-122.5,2016-06-26 16:00:00+00:00,2016,215,True,True
497,Grant Fire,Alameda,1,37.74,-121.59,2016-06-25 16:11:00+00:00,2016,211,True,False
498,Camanche Fire,Amador,3,38.27,-120.9,2016-06-17 14:54:00+00:00,2016,210,True,True
499,Big Fire,Fresno,10,36.92,-119.4,2016-07-11 14:30:00+00:00,2016,188,True,False
500,Emerald Fire,El Dorado,9,38.93,-120.11,2016-10-14 01:28:00+00:00,2016,176,True,True
501,Briggs Fire,Riverside,33,0.0,0.0,2016-07-12 15:20:00+00:00,2016,173,True,False
502,Athens Fire,Placer,31,38.84,-121.31,2016-05-17 15:06:00+00:00,2016,169,True,False
503,Sunny Fire,Fresno,10,36.84,-119.34,2016-09-03 14:44:00+00:00,2016,158,True,True
504,Wheatland Fire,Los Angeles,19,34.28,-118.35,2016-05-23 14:15:00+00:00,2016,156,False,False
505,Hills Fire,Fresno,10,0.0,0.0,2016-04-28 17:45:00+00:00,2016,151,True,False
506,Old Fire,Del Norte,8,37.76,-120.03,2016-09-13 13:55:00+00:00,2016,150,False,False
507,Holy Fire,Orange,30,33.65,-117.52,2016-08-31 04:10:00+00:00,2016,150,False,False
508,Shedd Fire,San Luis Obispo,40,35.62,-120.4,2016-05-10 16:11:00+00:00,2016,150,True,False
509,Bird Fire,San Joaquin,39,37.62,-121.37,2016-08-20 08:35:00+00:00,2016,147,True,False
510,Frame Fire,Fresno,10,36.14,-120.62,2016-07-04 17:15:00+00:00,2016,145,True,False
511,Maze Fire,Stanislaus,50,0.0,0.0,2016-08-04 15:45:00+00:00,2016,140,True,False
512,Temecula Fire,Riverside,33,33.48,-117.14,2016-06-04 11:40:00+00:00,2016,139,True,True
513,Famoso Fire,Kern,15,35.61,-118.95,2016-07-15 23:55:00+00:00,2016,138,True,False
514,Avocado Fire,Fresno,10,36.79,-119.38,2016-05-15 16:38:00+00:00,2016,132,True,False
515,Bangor Fire,Butte,4,39.44,-121.43,2016-09-22 11:45:00+00:00,2016,130,True,False
516,Green Fire,Fresno,10,37.01,-119.58,2016-07-15 16:45:00+00:00,2016,123,True,True
517,Rock Creek Fire,Mono,26,0.0,0.0,2016-08-05 15:45:00+00:00,2016,122,False,False
518,Coe Fire,Stanislaus,50,37.17,-121.42,2016-06-07 16:30:00+00:00,2016,120,True,False
519,Sierra Fire,Santa Clara,43,37.42,-121.8,2016-07-30 17:25:00+00:00,2016,114,True,False
520,Coal Fire,Butte,4,39.59,-121.6,2016-06-20 16:38:00+00:00,2016,112,True,False
521,Broken Fire,Madera,20,37.26,-119.66,2016-07-04 11:53:00+00:00,2016,103,True,False
522,Cow Fire,Shasta,45,40.0,-121.94,2016-09-25 07:15:00+00:00,2016,100,True,False
523,Bailey Fire,Santa Clara,43,0.0,0.0,2016-08-17 15:19:00+00:00,2016,100,True,False
524,Hart Fire,Kern,15,35.25,-118.6,2016-08-04 17:10:00+00:00,2016,100,True,False
525,Diablo Fire,Stanislaus,50,0.0,0.0,2016-08-03 16:08:00+00:00,2016,100,True,False
526,Bradley Fire,Monterey,27,35.85,-120.81,2016-07-22 15:15:00+00:00,2016,100,True,False
527,Feather Fire,San Diego,37,32.96,-116.79,2016-07-18 13:08:00+00:00,2016,100,True,False
528,Mercury Fire,San Benito,35,5487.0,-120.84,2016-07-09 12:43:00+00:00,2016,95,True,False
529,Dunstone Fire,Butte,4,39.33,-121.79,2016-05-27 13:43:00+00:00,2016,91,True,False
